商品名,商品URL,価格,販売状況,概要欄
NOCTUA NH-D15 CHROMAX CPUクーラー,https://jp.mercari.com/item/m32763398061,"9,600",販売中,"Noctua NH-D15 ブラック

2019.11.12にAmazon正規代理店での購入
納品書原本をお付けします  ※個人情報切取
グリスも未使用で、フルオプションです
水冷への換装での出品になります

週3日程度、ネットショッピングしたり、
ワードエクセルしたりといった一般的用途で、
負荷の高い作業などはしていません

購入後、換装などの全般を自己解決できる方のみ購入して下さい
アフターフォローの対応はできかねます

写真に写っている物が全てです
緩衝材で入念に保護してメルカリ便で発送致します

CPUも換装にて、3900Xも出品しています


カラー···ブラック"
